#,squad,page_id,tags,title,description,intent,video_id,intent_type,channel,category,category_icon,is_deep_link_available,deeplink,priority,line_of_business,resident_type,visibility,product_category,query_category,query_sub_category,sr_category,sr_name,is_popular,label,intent_priority,Follow up 1,Follow up 2 ,Follow up 3
155,WEALTH,All,Download Gold Bond Certificate|How to download gold bond certificate,How do I download my gold bond certificate?,Download your sovereign gold bond certificate securely for your records and reference.,DOWNLOAD_GOLD_BOND_CERTIFICATE,,Redirection ,,,,,/sgbSummary/holdings,,liability,RI,TRUE,,,,,,FALSE,Download Gold Bond Certificate,,,,
156,RAS,All,Adhar|Aadhaar|Aadhar Seeding|How to link Aadhar to my account,How do I link Aadhaar to my account?,Link your Aadhaar to your bank account to comply with regulatory requirements and enable services.,LINK_AADHAAR,,Redirection ,,,,,/profile,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Aadhar Seeding,,,,
157,PLATFORM,All,Device management|Device Activities,How do I manage my devices?,"Manage registered devices, view activity, and ensure secure access to your account.",DEVICE_MANAGEMENT,,Redirection ,,,,,/deviceManagement,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Device Management,,,,
158,RAS,All,"RBI, RBI Information, RBI Awareness, RBI Kehta hai, Awareness|How do I know about RBI guidelines",How do I view RBI guidelines and awareness information?,"Access RBI-related guidelines, updates, and awareness information for better financial understanding.",VIEW_RBI_INFO,,Redirection ,,,,,/hamburger,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,RBI Corner,,,,
159,RAS,All,IFSC Code|How do I find my IFSC code|Where can I find my IFSC code,How do I find my IFSC code?,"Find your bank branch IFSC code easily for transactions like NEFT, RTGS, and IMPS.",VIEW_IFSC_CODE,,Redirection ,,,,,/account,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,IFSC Code,,,,
160,RAS,All,Hold Funds,How do I view held funds in my account?,Check funds that are on hold or not available for transactions in your account.,VIEW_HELD_FUNDS,,Redirection ,,,,,/account,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Hold Funds,,,,
161,WEALTH,All,Life Insurance Summary,How do I view my life insurance summary?,View a summary of your life insurance policies including coverage and benefits.,VIEW_LIFE_INSURANCE_SUMMARY,,Redirection ,,,,,/insuranceDashboard,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Life Insurance Summary,,,,
162,WEALTH,All,Total Life Cover|Risk Cover|Total Life Insurance,How do I check my total life insurance cover?,Check your total life insurance coverage and risk protection details in one place.,VIEW_TOTAL_LIFE_COVER,,Redirection ,,,,,/insuranceDashboard,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Total Life Cover- Insurance,,,,
163,WEALTH,All,Buy A New Insurance Poilcy|Buy Policy,How do I buy a new insurance policy?,Explore and purchase a new insurance policy that suits your needs and coverage requirements.,BUY_INSURANCE_POLICY,,Redirection ,,,,,/insuranceDashboard,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Buy Policy - Insurance,,,,
164,WEALTH,All,Buy Insurance,How do I buy insurance?,Browse and buy different types of insurance policies directly through the app.,BUY_INSURANCE,,Redirection ,,,,,/insuranceDashboard,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Buy Insurance,,,,
165,WEALTH,All,Maternity Cover,How do I get maternity insurance cover?,Explore maternity insurance options to cover pregnancy and related medical expenses.,BUY_MATERNITY_COVER,,Redirection ,,,,,/insuranceDashboard,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Maternity Cover - Insurance,,,,
166,WEALTH,All,Securing The Future|Term Insurance,How do I buy term insurance?,Get term insurance to financially secure your family in case of unforeseen events.,BUY_TERM_INSURANCE,,Redirection ,,,,,/insuranceDashboard,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Securing The Future - Insurance,,,,
167,WEALTH,All,Sum Insured,How do I check sum insured in my policy?,View the total sum insured under your insurance policy to understand your coverage.,VIEW_SUM_INSURED,,Redirection ,,,,,/insuranceDashboard,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Sum Insured - Insurance,,,,
168,WEALTH,All,Buy Private Car Insurance,How do I buy private car insurance?,Purchase private car insurance to protect your vehicle against damages and liabilities.,BUY_CAR_INSURANCE,,Redirection ,,,,,/insuranceDashboard,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Buy Private Car Insurance,,,,
169,WEALTH,All,Buy Unit Link Insurance Plan|Unit Plan|Unit Link|Unit Link Insurance,How do I buy a unit linked insurance plan?,Invest in ULIPs to combine insurance coverage with investment opportunities for long-term goals.,BUY_ULIP,,Redirection ,,,,,/insuranceDashboard,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Buy Unit Link Insurance Plan,,,,
170,CC,All,Insta Cash on CC|Instant Cash on Credit Card|CC Instant Cash|How do I get Instant Cash on CC ?|Quick Cash|How do I get CC Instant Cash ?,How do I get instant cash on my credit card?,Access instant cash on your credit card quickly to meet urgent financial needs.,CC_INSTANT_CASH,,Redirection ,,,,,/ApplyLoanOnCard,,creditcard,RI,TRUE,,,,,,FALSE,Insta Cash on CC,,,,
171,CC,All,Features and benefits|Features and benefits on Credit Card|What are features and benefits on Credit Card?,What are the features and benefits of my credit card?,"Explore all features, rewards, and benefits available on your credit card.",VIEW_CC_FEATURES,,Redirection ,,,,,/cards,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Card Features and Benefits,,,,
172,CC,All,Recurring transactions|Manage Card recurring transactions,How do I manage credit card recurring transactions?,"Manage, enable, or disable recurring transactions linked to your credit card.",MANAGE_CC_RECURRING,,Redirection ,,,,,/cards,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Recurring Tansactions,,,,
173,WEALTH,All,cautious|safe investment,How do I invest as a cautious investor?,Explore low-risk investment options suitable for cautious investors focused on capital protection.,CAUTIOUS_INVESTOR,,Redirection ,,,,,/riskprofile,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Cautious Investor,,,,
174,WEALTH,All,blue chip|large cap,How do I invest in blue chip companies?,Invest in large cap or blue chip companies known for stability and consistent performance.,INVEST_BLUE_CHIP,,Redirection ,,,,,/investments,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Invest in Blue Chip Companies,,,,
175,WEALTH,All,corporate bonds|corporate|bonds,How do I invest in corporate bonds?,Invest in corporate bonds to earn stable returns through fixed income instruments.,INVEST_CORPORATE_BONDS,,Redirection ,,,,,/investments,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Invest in Corporate Bonds,,,,
176,WEALTH,All,international|invest in internamtion MF,How do I invest in international mutual funds?,Invest in international mutual funds to diversify your portfolio across global markets.,INVEST_INTERNATIONAL_MF,,Redirection ,,,,,/investinmf,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Invest in International MF,,,,
177,WEALTH,All,pharma|health|MF|SIPs,How do I invest in pharma or healthcare funds?,Invest in sectoral funds focused on pharma and healthcare industries for targeted exposure.,INVEST_PHARMA_FUNDS,,Redirection ,,,,,/investinmf,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Invest in Pharma/Health Sector,,,,
178,WEALTH,All,index funds|MF|SIPs,How do I invest in index funds?,Invest in index funds that track market indices and offer low-cost diversified exposure.,INVEST_INDEX_FUNDS,,Redirection ,,,,,/investinmf,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Invest in Index Funds,,,,
179,RAS,All,RD Calculator|FD Calculator,How do I use the FD calculator?,"Use the FD calculator to estimate returns based on tenure, interest rate, and deposit amount.",FD_CALCULATOR,,Redirection ,,,,,/createfd,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,FD Calculator,,,,
180,FX,All,International payments|How to do international payments,How do I make international payments?,Make international payments securely using supported transfer methods and track them easily.,INTERNATIONAL_PAYMENTS,,Redirection ,,,,,/payabroad,,liability,RI,TRUE,,,,,,FALSE,International payments,,,,
181,FX,All,SWIFT payment|How to pay via SWIFT,How do I pay via SWIFT?,Transfer funds internationally using SWIFT with secure and reliable processing.,SWIFT_PAYMENT,,Redirection ,,,,,/payabroad,,liability,RI,TRUE,,,,,,FALSE,Swift Payments,,,,
182,FX,All,AED|United Arab Emirates Dirham|UAE|How to pay in United Arab Emirates Dirham,How do I pay in AED?,Make payments in UAE Dirham (AED) easily for international transactions.,PAY_IN_AED,,Redirection ,,,,,/payabroad,,liability,RI,TRUE,,,,,,FALSE,Pay in United Arab Emirates Dirham,,,,
183,RAS,All,Cardless|Cardless withdrawal|How do I  use  for contactless transactions,How do I enable contactless transactions?,Enable contactless transactions to make quick and secure payments without inserting your card.,ENABLE_CONTACTLESS,,Redirection ,,,,,/cards,,liability,RI,TRUE,,,,,,FALSE,Enable Contactless Transaction,,,,
184,RAS,All,Tap and Pay|Tap|Tap to pay|How do I enable tap and pay,How do I enable tap and pay?,Activate tap and pay feature to make fast and secure contactless payments.,ENABLE_TAP_PAY,,Redirection ,,,,,/cards,,liability,RI,TRUE,,,,,,FALSE,Enable Tap And Pay,,,,
185,PFM,All,Money Manager|Manage Money|Manage Funds|Manage Expenses|Expense Management|Money In|Money Out,How do I manage my expenses and money?,"Use money manager tools to track expenses, manage income, and gain insights into your finances.",MONEY_MANAGER,,Redirection ,,,,,/pay/myfinances,,liability,RI,TRUE,,,,,,FALSE,Money Manager,,,,
186,WEALTH,All,Invest in Axis - MF|Axis,How do I invest in Axis mutual funds?,Explore and invest in Axis mutual funds across various categories based on your investment goals.,INVEST_AXIS_MF,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Invest in Axis - MF,,,,
187,WEALTH,All,Invest in Nippon - MF|Nippon,How do I invest in Nippon mutual funds?,Choose and invest in Nippon mutual funds to grow your investments across different asset classes.,INVEST_NIPPON_MF,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Invest in Nippon - MF,,,,
188,WEALTH,All,Invest in Large Cap Funds|Small Cap|Mid Cap|Large Cap|Flexi Cap|Quant Funds|Qaunt Funds,How do I invest in large cap mutual funds?,Invest in large cap mutual funds that focus on well-established companies with stable growth.,INVEST_LARGE_CAP_MF,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Invest in Large Cap Mutual Funds,,,,
189,WEALTH,All,Mirae MF|Invest in Mirae MF,How do I invest in Mirae mutual funds?,Explore and invest in Mirae mutual funds to diversify your portfolio with global and domestic exposure.,INVEST_MIRAE_MF,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Invest in Mirae MF,,,,
190,WEALTH,All,Invesco MF|Invest in Invesco MF,How do I invest in Invesco mutual funds?,Invest in Invesco mutual funds to access diversified and professionally managed portfolios.,INVEST_INVESCO_MF,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Invest in Invesco MF,,,,
191,WEALTH,All,PGIM India MF|Invest in PGIM India MF,How do I invest in PGIM India mutual funds?,Explore PGIM India mutual funds and invest in schemes aligned with your financial goals.,INVEST_PGIM_MF,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Invest in PGIM India MF,,,,
192,WEALTH,All,Bandhan MF|Invest in Bandhan MF,How do I invest in Bandhan mutual funds?,Invest in Bandhan mutual funds to build a diversified investment portfolio.,INVEST_BANDHAN_MF,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Invest in Bandhan MF,,,,
193,WEALTH,All,DSP MF|Invest in DSP MF,How do I invest in DSP mutual funds?,"Choose DSP mutual funds to invest in equity, debt, or hybrid schemes based on your goals.",INVEST_DSP_MF,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Invest in DSP MF,,,,
194,WEALTH,All,Edelweiss MF|Invest in Edelweiss MF,How do I invest in Edelweiss mutual funds?,Invest in Edelweiss mutual funds and explore a variety of investment opportunities.,INVEST_EDELWEISS_MF,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Invest in Edelweiss MF,,,,
195,WEALTH,All,Kotak MF|Invest in Kotak MF,How do I invest in Kotak mutual funds?,"Invest in Kotak mutual funds across equity, debt, and hybrid categories.",INVEST_KOTAK_MF,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Invest in Kotak MF,,,,
196,WEALTH,All,360 ONE MF|Invest in 360 ONE MF,How do I invest in 360 ONE mutual funds?,Explore and invest in 360 ONE mutual funds tailored to your investment needs.,INVEST_360ONE_MF,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Invest in 360 ONE MF,,,,
197,WEALTH,All,Helios MF|Invest in Helios MF,How do I invest in Helios mutual funds?,Invest in Helios mutual funds to access specialized investment strategies.,INVEST_HELIOS_MF,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Invest in Helios MF,,,,
198,WEALTH,All,ITI MF|Invest in ITI MF,How do I invest in ITI mutual funds?,Invest in ITI mutual funds and diversify your portfolio across multiple asset classes.,INVEST_ITI_MF,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Invest in ITI MF,,,,
199,WEALTH,All,JM Finanicals MF|Invest in JM Finanicals MF,How do I invest in JM Financial mutual funds?,Explore JM Financial mutual funds and invest in schemes aligned with your goals.,INVEST_JM_FINANCIAL_MF,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Invest in JM Finanicals MF,,,,
200,WEALTH,All,Navi MF|Invest in Navi MF,How do I invest in Navi mutual funds?,Invest in Navi mutual funds offering simple and cost-effective investment options.,INVEST_NAVI_MF,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Invest in Navi MF,,,,
201,WEALTH,All,Old Bridge MF|Invest in Old Bridge MF,How do I invest in Old Bridge mutual funds?,Invest in Old Bridge mutual funds and explore niche investment strategies.,INVEST_OLD_BRIDGE_MF,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Invest in Old Bridge MF,,,,
202,WEALTH,All,Parag Parikh MF|Invest in Parag Parikh MF,How do I invest in Parag Parikh mutual funds?,Invest in Parag Parikh mutual funds known for value-oriented investment strategies.,INVEST_PARAG_PARIKH_MF,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Invest in Parag Parikh MF,,,,
203,WEALTH,All,Samco MF|Invest in Samco MF,How do I invest in Samco mutual funds?,Explore and invest in Samco mutual funds to build a diversified investment portfolio.,INVEST_SAMCO_MF,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Invest in Samco MF,,,,
204,WEALTH,All,Sundaram MF|Invest in Sundaram MF,How do I invest in Sundaram mutual funds?,Explore and invest in Sundaram mutual funds across various categories based on your financial goals.,INVEST_SUNDARAM_MF,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Invest in Sundaram MF,,,,
205,WEALTH,All,Whiteoak MF|Invest in Whiteoak MF,How do I invest in WhiteOak mutual funds?,Invest in WhiteOak mutual funds to diversify your portfolio with professionally managed schemes.,INVEST_WHITEOAK_MF,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Invest in Whiteoak MF,,,,
206,CX,All,NOC for closed loans|Vehicle loan NOC|Loan closure certificate|Obtain NOC for 2/4 wheeler loan|Loan NOC request|Loan discharge certificate|Loan settlement certificate|Loan release certificate|Closed loan NOC|Loan completion certificate,How do I get NOC for my 2/4 wheeler loan?,Download your loan NOC after closure to confirm that all dues are cleared and the loan is fully settled.,VEHICLE_LOAN_NOC,,Redirection ,,,,,/servicerequests/dashboard,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,NOC for 2/4 Wheeler Loans,,,,
207,PAYMENTS,All,Send Money|Fund transfer|Schedule payment|Pay Money|Bank Transfer|How do I send money to someone|How do I use UPI|How do I pay via IMPS|How do I manage recurring payments|How do I do Bank transfer,How do I transfer money to someone?,"Send money using UPI, IMPS, NEFT, RTGS, or SWIFT with options for scheduling and recurring payments.",BANK_TRANSFER,,Redirection ,,,,,/bankTransfer,,BIB|liability,RI,TRUE,,,,,,FALSE,Bank Transfer,,,,
208,FIN,All,IDFC FIRST Academy|First Academy|Financial Academy|Financial Literacy|Financial Courses|Online Financial Courses|Banking and Finance Courses|Financial Education|Financial Knowledge|IDFC Learning,How do I access IDFC FIRST Academy?,"Access financial education content, courses, and learning resources through IDFC FIRST Academy.",VIEW_FIRST_ACADEMY,,Redirection ,,,,,/financialLiteracyScreen,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,IDFC FIRST Academy,,,,
209,ALL,All,Do not disturb|DND,How do I enable Do Not Disturb?,Enable Do Not Disturb to manage promotional communication preferences easily.,ENABLE_DND,,Redirection ,,,,,https://www.idfcfirstbank.com/dnd,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Do Not Disturb,,,,
210,ALL,All,Privacy Policy,How do I view the privacy policy?,View the privacy policy to understand how your data is collected and used.,VIEW_PRIVACY_POLICY,,Redirection ,,,,,https://www.idfcfirstbank.com/privacy-policy,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Privacy Policy,,,,
211,ALL,All,Opt out of marketing communications,How do I opt out of marketing communications?,Opt out of promotional and marketing messages as per your preference.,OPT_OUT_MARKETING,,Redirection ,,,,,https://www.idfcfirstbank.com/dnd,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Opt out of marketing communications,,,,
212,WEALTH,All,start SIP|How to start an SIP,How do I start a SIP?,Start a Systematic Investment Plan (SIP) to invest regularly and build wealth over time.,START_SIP,,Redirection ,,,,,/diymf,,liability,RI,TRUE,,,,,,FALSE,Buy SIP,,,,
213,FX,All,Remit first to india|Remit first 2 india|Remit|Send money to india|Digital Inward Remittance|Transfer to India|Pay to India|Funds Transfer to India|Remit to India|Remit FIRST,How do I send money to India?,Transfer funds to India easily using digital remittance services with secure and fast processing.,REMIT_TO_INDIA,,Redirection ,,,,,/remitfirsttoindia,,liability,RI,TRUE,,,,,,FALSE,Remit First To India,,,,
214,FX,All,Passport Update|update passport details|change passport number|upload new passport|update passport for NRI|passport document update|update passport in app|passport renewal update|passport change request|update passport information,How do I update my passport details for NRI account?,Update your passport details for your NRI account to keep your KYC information current and compliant.,UPDATE_PASSPORT_NRI,,Redirection ,,,,,/profile,,liability,RI,TRUE,,,,,,FALSE,NRI - Passport Update,,,,
215,LAS,All,loan against shares|loan against securities|loan against bonds|equity loan|debt fund loan|investment loan|loan on investments|loan against investments|loan against mutual fund|Mutual Fund,How do I take a loan against mutual funds?,Avail a loan against your mutual fund investments without redeeming them and access funds quickly.,LOAN_AGAINST_MF,,Redirection ,,,,,/lasHomeScreen,,liability,RI,TRUE,,,,,,FALSE,Loan against Mutual Funds,,,,
216,CC,All,upgrade|CC upgrade|credit card upgrade,How do I upgrade my credit card?,"Upgrade your existing credit card to access better benefits, higher limits, and premium features.",UPGRADE_CREDIT_CARD,,Redirection ,,,,,/UpgradeCreditCard,,creditcard,RI,TRUE,,,,,,FALSE,Upgrade Credit Card,,,,
217,CX,All,Change Bank Details|Change EMI Details|Change Mandate|SWAP Mandate|Change Bank|EMI Bank change|EMI Bank update|EMI Account change|Auto Debit|Account change,How do I change my EMI bank details?,Update your bank account or mandate linked to EMI payments for seamless auto-debit processing.,CHANGE_EMI_BANK_DETAILS,,Redirection ,,,,,/servicerequests/dashboard,,liability,RI,TRUE,,,,,,FALSE,Change Bank Details,,,,
218,RAS,All,Positive pay|Enable Positive pay|Cheque safeguarding|Manage Chequebook|Manage Cheque,How do I manage my chequebook?,"Manage your chequebook, track issued cheques, and enable safeguards like positive pay.",MANAGE_CHEQUEBOOK,,Redirection ,,,,,/more/echequebooks,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Manage Chequebooks,,,,
219,RAS,All,Apply for 121|TDS exemption|Apply for TDS exemption|121|Income tax|Deposit exemption|Apply for exemption|submit 15G|Submit 15H|How do I acsess my Form 15 G/H,How do I submit Form 15G/15H for TDS exemption?,Submit Form 15G/15H to claim TDS exemption on eligible deposits and income.,SUBMIT_FORM_15G_15H,,Redirection ,,,,,/Form121Screen/Form 121,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Form 121,,,,
220,RAS,All,Positive pay|Enable Positive pay|Cheque safeguarding|Manage Chequebook|Manage Cheque,How do I enable positive pay for cheques?,Enable positive pay to add an extra layer of security for cheque transactions.,ENABLE_POSITIVE_PAY,,Redirection ,,,,,/more/echequebooks,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Positive Pay,,,,
221,BAS,All,Re-issue debit card|New debit card|Request debit card|Cancel card blocking|Replace lost debit card|Replace debit card|How to get a debit card re-issued|How to request a debit card|How to replace lost debit card|How to replace a debit card,How do I request a new debit card?,"Request a re-issue or replacement of your debit card in case of loss, damage, or expiry.",REISSUE_DEBIT_CARD,,Redirection ,,,,,/cards,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Re-issue Debit Card,,,,
222,BAS,All,Fixed Deposits|My deposits|fixed deposit calculation|fixed deposit interest|80C fixed deposit|How to view my Fixed Deposits|How to open deposits|How to view my deposits|How to check fixed deposit amount|How to see FD list,How do I view my fixed deposits?,"View your fixed deposit list, interest details, maturity amount, and manage related actions easily.",VIEW_FD_LIST,,Redirection ,,,,,/deposits,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Fixed Deposits List,,,,
223,CC,All,Forgot credit card PIN,How do I reset my credit card PIN?,Reset your credit card PIN securely to continue transactions without interruption.,RESET_CC_PIN,,Redirection ,,,,,/SetCardPin,,creditcard,RI,TRUE,,,,,,FALSE,Reset Credit Card Pin,,,,
224,CC,All,Credit card abroad|How do I enable my credit card for usage abroad?,How do I enable my credit card for international usage?,Enable your credit card for international transactions to use it abroad securely.,ENABLE_CC_INTERNATIONAL,,Redirection ,,,,,/ManageCreditCardLimit,,creditcard,RI,TRUE,,,,,,FALSE,Enable Credit Card Usage Abroad,,,,
225,CC,All,My card limits|How do I view and setup my credit card limits?,How do I manage my credit card limits?,View and update your credit card spending limits based on your preferences.,MANAGE_CC_LIMITS,,Redirection ,,,,,/ManageCreditCardLimit,,creditcard,RI,TRUE,,,,,,FALSE,Manage Credit Card Limits,,,,
226,CC,All,manage card,How do I manage my credit card?,"Access all credit card controls including limits, transactions, and settings in one place.",MANAGE_CREDIT_CARD,,Redirection ,,,,,/CreditCardDetails,,creditcard,RI,TRUE,,,,,,FALSE,Manage Your Credit Card,,,,
227,CC,All,minimum amount due|Pay MAD|How do I view the minimum amount due for my credit card?|How do I pay the minimum amount due for my credit card?,How do I view or pay the minimum amount due?,Check and pay the minimum amount due on your credit card to keep your account in good standing.,PAY_MIN_AMOUNT_DUE,,Redirection ,,,,,/PayCreditCardBill,,creditcard,RI,TRUE,,,,,,FALSE,Pay Min. Amount Due - Credit Card,,,,
228,CC,All,Credit card transactions|CC transaction|How do I view details of my credit card transactions?,How do I view my credit card transactions?,View detailed transaction history for your credit card including recent and past spends.,VIEW_CC_TRANSACTIONS,,Redirection ,,,,,/SettledUnsettledTransactions,,creditcard,RI,TRUE,,,,,,FALSE,Credit Card Transactions,,,,
229,CC,All,Authorized but not settled|How do I view authorized but not settled transactions of my credit card?,How do I view authorized but not settled transactions?,Check transactions that are authorized but not yet settled on your credit card.,VIEW_AUTHORIZED_TRANSACTIONS,,Redirection ,,,,,/SettledUnsettledTransactions,,creditcard,RI,TRUE,,,,,,FALSE,Authorized Transactions - Credit Card,,,,
230,CC,All,Settled transactions|How do I view settled transactions of my credit card?,How do I view settled transactions?,View transactions that have been successfully settled on your credit card.,VIEW_SETTLED_TRANSACTIONS,,Redirection ,,,,,/SettledUnsettledTransactions,,creditcard,RI,TRUE,,,,,,FALSE,Settled Transactions - Credit Card,,,,
231,CC,All,Unsettled transactions|How do I view unsettled transactions of my credit card?,How do I view unsettled transactions?,Check pending or unsettled transactions on your credit card.,VIEW_UNSETTLED_TRANSACTIONS,,Redirection ,,,,,/SettledUnsettledTransactions,,creditcard,RI,TRUE,,,,,,FALSE,Unsettled Transactions - Credit Card,,,,
232,CC,All,Permanent block|How do I block my credit card permanently and place a request for replacement,How do I permanently block my credit card?,Permanently block your credit card and request a replacement if required.,PERMANENT_BLOCK_CC,,Redirection ,,,,,/PermanentBlockCard,,creditcard,RI,TRUE,,,,,,FALSE,Permanently Block Credit Card,,,,
233,CC,All,EMI Cancel EMI,How do I cancel my credit card EMI?,Cancel an active EMI on your credit card as per applicable terms and conditions.,CANCEL_CC_EMI,,Redirection ,,,,,/CreditCardDetails,,creditcard,RI,TRUE,,,,,,FALSE,Apply For Credit Card Closure,,,,
234,CC,All,Pay with credit card|How do I pay with credit card,How do I pay using my credit card?,"Make payments using your credit card for purchases, bills, and other transactions.",PAY_WITH_CC,,Redirection ,,,,,/CreditCardDetails,,creditcard,RI,TRUE,,,,,,FALSE,Pay With Credit Card,,,,
235,PAYMENTS,All,Recharge|Prepaid Mobile|DTH|FASTag|How to do recharge|How to pay for prepaid Mobile|How to pay for DTH|How to pay for FASTag,How do I recharge or pay bills?,"Recharge prepaid mobile, DTH, FASTag, and pay bills quickly through the app.",RECHARGES_BILLS,,Redirection ,,,,,/billerCategories,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Recharges and Bills,,,,
236,PAYMENTS,All,Approve UPI Payment|View Pending Request Money|How to see request money list|How to approve pending UPI requests|Approve,How do I approve a UPI payment request?,View and approve pending UPI collect requests securely from your app.,APPROVE_UPI_REQUEST,,Redirection ,,,,,/pay/requests,,liability,RI,TRUE,,,,,,FALSE,Approve UPI Payment,,,,
237,PAYMENTS,All,Pay to UPI|How do I use UPI|UPI Pay|Pay using UPI|UPI Transfer|UPI Transactions|How to pay via upi payment|How to send money through UPI|How to do upi transfers|How to pay via UPI to mobile,How do I pay using UPI?,"Send money instantly using UPI via mobile number, VPA, or QR code.",PAY_TO_UPI,,Redirection ,,,,,/payToUpi,,liability,RI,TRUE,,,,,,FALSE,Pay To UPI,,,,
238,PFM,All,Analysis|Summary|My finances|Spending|Expenses|Income|Cash flow|Last month|Last week|How do I see my cash flow and spend analysis,How do I view my cash flow and spending analysis?,"Get insights into your income, expenses, and spending patterns with detailed analytics.",VIEW_SPEND_ANALYSIS,,Redirection ,,,,,/pay/myfinances,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Cash Flow And Spend Analysis,,,,
239,PLATFORM,All,Call|Need assistance|Need help|Help center|Help|Contact|Call now|How do I get call assistance now,How do I get immediate call assistance?,Connect with customer support instantly for help and assistance.,CALL_NOW,,Redirection ,,,,,/ScheduleCallBackScreen,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Call Now,,,,
240,RAS,All,Change pin|Forgot debit card PIN|Debit card PIN|Manage PIN|Pin Change|debit card pin change|debit card secure pin|debit card pin generation,How do I change my debit card PIN?,Change or reset your debit card PIN securely through the app.,CHANGE_DEBIT_PIN,,Redirection ,,,,,/SetDebitCardPin,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Change PIN,,,,
241,RAS,All,Change card limit|Debit card limit|Daily card limit|Card Limit|Card Limits|My card limits|International debit card|increase debit card limit|debit card abroad|How do I manage my debit card limits,How do I manage my debit card limits?,"View and update debit card limits for domestic, international, and ATM transactions.",MANAGE_DEBIT_CARD_LIMITS,,Redirection ,,,,,/cards,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Manage Debit Card Limits,,,,
242,RAS,All,Change login MPIN|Change MPIN|Change credentials|Manage MPIN|MPIN|PIN Change|Change my MPIN|Mobile PIN change|How do I change my MPIN,How do I change my MPIN?,Change your mobile banking MPIN securely to protect your account access.,CHANGE_MPIN,,Redirection ,,,,,/Settings,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Change MPIN,,,,
