#,squad,page_id,tags,title,description,intent,video_id,intent_type,channel,category,category_icon,is_deep_link_available,deeplink,priority,line_of_business,resident_type,visibility,product_category,query_category,query_sub_category,sr_category,sr_name,is_popular,label,intent_priority,Follow up 1,Follow up 2 ,Follow up 3,nlu_intent,nlu_entities,nlu_examples,nlu_disambiguation_hint
184,RAS,All,Tap and Pay|Tap|Tap to pay|How do I enable tap and pay,How do I enable tap and pay?,Activate tap and pay feature to make fast and secure contactless payments.,ENABLE_TAP_PAY,,Redirection ,,,,,/cards,,liability,RI,True,,,,,,False,Enable Tap And Pay,,,,,enable_tap_and,"{""action"": ""enable"", ""feature"": ""tap_and"", ""product"": ""banking_service""}",Tap and Pay|Tap|Tap to pay|How do I enable tap and pay|How do I enable tap and pay?|Enable Tap And Pay,Use for Enable Tap And Pay. Feature is tap and.
185,PFM,All,Money Manager|Manage Money|Manage Funds|Manage Expenses|Expense Management|Money In|Money Out,How do I manage my expenses and money?,"Use money manager tools to track expenses, manage income, and gain insights into your finances.",MONEY_MANAGER,,Redirection ,,,,,/pay/myfinances,,liability,RI,True,,,,,,False,Money Manager,,,,,track_money_manager,"{""action"": ""track"", ""feature"": ""money_manager"", ""product"": ""banking_service""}",Money Manager|Manage Money|Manage Funds|Manage Expenses|Expense Management|Money In|Money Out|How do I manage my expenses and money?,Use for Money Manager. Feature is money manager.
186,WEALTH,All,Invest in Axis - MF|Axis,How do I invest in Axis mutual funds?,Explore and invest in Axis mutual funds across various categories based on your investment goals.,INVEST_AXIS_MF,,Redirection ,,,,,/investinmf,,liability,RI,True,,,,,,False,Invest in Axis - MF,,,,,invest_axis_mf,"{""action"": ""invest"", ""feature"": ""axis_mf"", ""product"": ""mutual_fund""}",Invest in Axis - MF|Axis|How do I invest in Axis mutual funds?,Use for Invest in Axis - MF. Feature is axis mf.
187,WEALTH,All,Invest in Nippon - MF|Nippon,How do I invest in Nippon mutual funds?,Choose and invest in Nippon mutual funds to grow your investments across different asset classes.,INVEST_NIPPON_MF,,Redirection ,,,,,/investinmf,,liability,RI,True,,,,,,False,Invest in Nippon - MF,,,,,invest_nippon_mf,"{""action"": ""invest"", ""feature"": ""nippon_mf"", ""product"": ""mutual_fund""}",Invest in Nippon - MF|Nippon|How do I invest in Nippon mutual funds?,Use for Invest in Nippon - MF. Feature is nippon mf.
188,WEALTH,All,Invest in Large Cap Funds|Small Cap|Mid Cap|Large Cap|Flexi Cap|Quant Funds|Qaunt Funds,How do I invest in large cap mutual funds?,Invest in large cap mutual funds that focus on well-established companies with stable growth.,INVEST_LARGE_CAP_MF,,Redirection ,,,,,/investinmf,,liability,RI,True,,,,,,False,Invest in Large Cap Mutual Funds,,,,,invest_large_cap_mutual_funds,"{""action"": ""invest"", ""feature"": ""large_cap_mutual_funds"", ""product"": ""mutual_fund""}",Invest in Large Cap Funds|Small Cap|Mid Cap|Large Cap|Flexi Cap|Quant Funds|Qaunt Funds|How do I invest in large cap mutual funds?|Invest in Large Cap Mutual Funds,Use for Invest in Large Cap Mutual Funds. Feature is large cap mutual funds.
189,WEALTH,All,Mirae MF|Invest in Mirae MF,How do I invest in Mirae mutual funds?,Explore and invest in Mirae mutual funds to diversify your portfolio with global and domestic exposure.,INVEST_MIRAE_MF,,Redirection ,,,,,/investinmf,,liability,RI,True,,,,,,False,Invest in Mirae MF,,,,,invest_mirae_mf,"{""action"": ""invest"", ""feature"": ""mirae_mf"", ""product"": ""mutual_fund"", ""usage_scope"": ""domestic""}",Mirae MF|Invest in Mirae MF|How do I invest in Mirae mutual funds?,Use for Invest in Mirae MF. Feature is mirae mf.
190,WEALTH,All,Invesco MF|Invest in Invesco MF,How do I invest in Invesco mutual funds?,Invest in Invesco mutual funds to access diversified and professionally managed portfolios.,INVEST_INVESCO_MF,,Redirection ,,,,,/investinmf,,liability,RI,True,,,,,,False,Invest in Invesco MF,,,,,invest_invesco_mf,"{""action"": ""invest"", ""feature"": ""invesco_mf"", ""product"": ""mutual_fund""}",Invesco MF|Invest in Invesco MF|How do I invest in Invesco mutual funds?,Use for Invest in Invesco MF. Feature is invesco mf.
191,WEALTH,All,PGIM India MF|Invest in PGIM India MF,How do I invest in PGIM India mutual funds?,Explore PGIM India mutual funds and invest in schemes aligned with your financial goals.,INVEST_PGIM_MF,,Redirection ,,,,,/investinmf,,liability,RI,True,,,,,,False,Invest in PGIM India MF,,,,,invest_pgim_india_mf,"{""action"": ""invest"", ""feature"": ""pgim_india_mf"", ""product"": ""mutual_fund""}",PGIM India MF|Invest in PGIM India MF|How do I invest in PGIM India mutual funds?,Use for Invest in PGIM India MF. Feature is pgim india mf.
192,WEALTH,All,Bandhan MF|Invest in Bandhan MF,How do I invest in Bandhan mutual funds?,Invest in Bandhan mutual funds to build a diversified investment portfolio.,INVEST_BANDHAN_MF,,Redirection ,,,,,/investinmf,,liability,RI,True,,,,,,False,Invest in Bandhan MF,,,,,invest_bandhan_mf,"{""action"": ""invest"", ""feature"": ""bandhan_mf"", ""product"": ""mutual_fund""}",Bandhan MF|Invest in Bandhan MF|How do I invest in Bandhan mutual funds?,Use for Invest in Bandhan MF. Feature is bandhan mf.
193,WEALTH,All,DSP MF|Invest in DSP MF,How do I invest in DSP mutual funds?,"Choose DSP mutual funds to invest in equity, debt, or hybrid schemes based on your goals.",INVEST_DSP_MF,,Redirection ,,,,,/investinmf,,liability,RI,True,,,,,,False,Invest in DSP MF,,,,,invest_dsp_mf,"{""action"": ""invest"", ""feature"": ""dsp_mf"", ""product"": ""mutual_fund""}",DSP MF|Invest in DSP MF|How do I invest in DSP mutual funds?,Use for Invest in DSP MF. Feature is dsp mf.
194,WEALTH,All,Edelweiss MF|Invest in Edelweiss MF,How do I invest in Edelweiss mutual funds?,Invest in Edelweiss mutual funds and explore a variety of investment opportunities.,INVEST_EDELWEISS_MF,,Redirection ,,,,,/investinmf,,liability,RI,True,,,,,,False,Invest in Edelweiss MF,,,,,invest_edelweiss_mf,"{""action"": ""invest"", ""feature"": ""edelweiss_mf"", ""product"": ""mutual_fund""}",Edelweiss MF|Invest in Edelweiss MF|How do I invest in Edelweiss mutual funds?,Use for Invest in Edelweiss MF. Feature is edelweiss mf.
195,WEALTH,All,Kotak MF|Invest in Kotak MF,How do I invest in Kotak mutual funds?,"Invest in Kotak mutual funds across equity, debt, and hybrid categories.",INVEST_KOTAK_MF,,Redirection ,,,,,/investinmf,,liability,RI,True,,,,,,False,Invest in Kotak MF,,,,,invest_kotak_mf,"{""action"": ""invest"", ""feature"": ""kotak_mf"", ""product"": ""mutual_fund""}",Kotak MF|Invest in Kotak MF|How do I invest in Kotak mutual funds?,Use for Invest in Kotak MF. Feature is kotak mf.
196,WEALTH,All,360 ONE MF|Invest in 360 ONE MF,How do I invest in 360 ONE mutual funds?,Explore and invest in 360 ONE mutual funds tailored to your investment needs.,INVEST_360ONE_MF,,Redirection ,,,,,/investinmf,,liability,RI,True,,,,,,False,Invest in 360 ONE MF,,,,,invest_360_one_mf,"{""action"": ""invest"", ""feature"": ""360_one_mf"", ""product"": ""mutual_fund""}",360 ONE MF|Invest in 360 ONE MF|How do I invest in 360 ONE mutual funds?,Use for Invest in 360 ONE MF. Feature is 360 one mf.
197,WEALTH,All,Helios MF|Invest in Helios MF,How do I invest in Helios mutual funds?,Invest in Helios mutual funds to access specialized investment strategies.,INVEST_HELIOS_MF,,Redirection ,,,,,/investinmf,,liability,RI,True,,,,,,False,Invest in Helios MF,,,,,invest_helios_mf,"{""action"": ""invest"", ""feature"": ""helios_mf"", ""product"": ""mutual_fund""}",Helios MF|Invest in Helios MF|How do I invest in Helios mutual funds?,Use for Invest in Helios MF. Feature is helios mf.
198,WEALTH,All,ITI MF|Invest in ITI MF,How do I invest in ITI mutual funds?,Invest in ITI mutual funds and diversify your portfolio across multiple asset classes.,INVEST_ITI_MF,,Redirection ,,,,,/investinmf,,liability,RI,True,,,,,,False,Invest in ITI MF,,,,,invest_iti_mf,"{""action"": ""invest"", ""feature"": ""iti_mf"", ""product"": ""mutual_fund""}",ITI MF|Invest in ITI MF|How do I invest in ITI mutual funds?,Use for Invest in ITI MF. Feature is iti mf.
199,WEALTH,All,JM Finanicals MF|Invest in JM Finanicals MF,How do I invest in JM Financial mutual funds?,Explore JM Financial mutual funds and invest in schemes aligned with your goals.,INVEST_JM_FINANCIAL_MF,,Redirection ,,,,,/investinmf,,liability,RI,True,,,,,,False,Invest in JM Finanicals MF,,,,,invest_jm_finanicals_mf,"{""action"": ""invest"", ""feature"": ""jm_finanicals_mf"", ""product"": ""mutual_fund""}",JM Finanicals MF|Invest in JM Finanicals MF|How do I invest in JM Financial mutual funds?,Use for Invest in JM Finanicals MF. Feature is jm finanicals mf.
200,WEALTH,All,Navi MF|Invest in Navi MF,How do I invest in Navi mutual funds?,Invest in Navi mutual funds offering simple and cost-effective investment options.,INVEST_NAVI_MF,,Redirection ,,,,,/investinmf,,liability,RI,True,,,,,,False,Invest in Navi MF,,,,,invest_navi_mf,"{""action"": ""invest"", ""feature"": ""navi_mf"", ""product"": ""mutual_fund""}",Navi MF|Invest in Navi MF|How do I invest in Navi mutual funds?,Use for Invest in Navi MF. Feature is navi mf.
201,WEALTH,All,Old Bridge MF|Invest in Old Bridge MF,How do I invest in Old Bridge mutual funds?,Invest in Old Bridge mutual funds and explore niche investment strategies.,INVEST_OLD_BRIDGE_MF,,Redirection ,,,,,/investinmf,,liability,RI,True,,,,,,False,Invest in Old Bridge MF,,,,,invest_old_bridge_mf,"{""action"": ""invest"", ""feature"": ""old_bridge_mf"", ""product"": ""mutual_fund""}",Old Bridge MF|Invest in Old Bridge MF|How do I invest in Old Bridge mutual funds?,Use for Invest in Old Bridge MF. Feature is old bridge mf.
202,WEALTH,All,Parag Parikh MF|Invest in Parag Parikh MF,How do I invest in Parag Parikh mutual funds?,Invest in Parag Parikh mutual funds known for value-oriented investment strategies.,INVEST_PARAG_PARIKH_MF,,Redirection ,,,,,/investinmf,,liability,RI,True,,,,,,False,Invest in Parag Parikh MF,,,,,invest_parag_parikh_mf,"{""action"": ""invest"", ""feature"": ""parag_parikh_mf"", ""product"": ""mutual_fund""}",Parag Parikh MF|Invest in Parag Parikh MF|How do I invest in Parag Parikh mutual funds?,Use for Invest in Parag Parikh MF. Feature is parag parikh mf.
203,WEALTH,All,Samco MF|Invest in Samco MF,How do I invest in Samco mutual funds?,Explore and invest in Samco mutual funds to build a diversified investment portfolio.,INVEST_SAMCO_MF,,Redirection ,,,,,/investinmf,,liability,RI,True,,,,,,False,Invest in Samco MF,,,,,invest_samco_mf,"{""action"": ""invest"", ""feature"": ""samco_mf"", ""product"": ""mutual_fund""}",Samco MF|Invest in Samco MF|How do I invest in Samco mutual funds?,Use for Invest in Samco MF. Feature is samco mf.
204,WEALTH,All,Sundaram MF|Invest in Sundaram MF,How do I invest in Sundaram mutual funds?,Explore and invest in Sundaram mutual funds across various categories based on your financial goals.,INVEST_SUNDARAM_MF,,Redirection ,,,,,/investinmf,,liability,RI,True,,,,,,False,Invest in Sundaram MF,,,,,invest_sundaram_mf,"{""action"": ""invest"", ""feature"": ""sundaram_mf"", ""product"": ""mutual_fund""}",Sundaram MF|Invest in Sundaram MF|How do I invest in Sundaram mutual funds?,Use for Invest in Sundaram MF. Feature is sundaram mf.
205,WEALTH,All,Whiteoak MF|Invest in Whiteoak MF,How do I invest in WhiteOak mutual funds?,Invest in WhiteOak mutual funds to diversify your portfolio with professionally managed schemes.,INVEST_WHITEOAK_MF,,Redirection ,,,,,/investinmf,,liability,RI,True,,,,,,False,Invest in Whiteoak MF,,,,,invest_whiteoak_mf,"{""action"": ""invest"", ""feature"": ""whiteoak_mf"", ""product"": ""mutual_fund""}",Whiteoak MF|Invest in Whiteoak MF|How do I invest in WhiteOak mutual funds?,Use for Invest in Whiteoak MF. Feature is whiteoak mf.
206,CX,All,NOC for closed loans|Vehicle loan NOC|Loan closure certificate|Obtain NOC for 2/4 wheeler loan|Loan NOC request|Loan discharge certificate|Loan settlement certificate|Loan release certificate|Closed loan NOC|Loan completion certificate,How do I get NOC for my 2/4 wheeler loan?,Download your loan NOC after closure to confirm that all dues are cleared and the loan is fully settled.,VEHICLE_LOAN_NOC,,Redirection ,,,,,/servicerequests/dashboard,,liability|asset|creditcard,RI,True,,,,,,False,NOC for 2/4 Wheeler Loans,,,,,download_noc_2_4_wheeler_loans,"{""action"": ""download"", ""document_type"": ""certificate"", ""feature"": ""noc_2_4_wheeler_loans"", ""loan_type"": ""loan"", ""product"": ""loan""}",NOC for closed loans|Vehicle loan NOC|Loan closure certificate|Obtain NOC for 2/4 wheeler loan|Loan NOC request|Loan discharge certificate|Loan settlement certificate|Loan release certificate|Closed loan NOC|Loan completion certificate|How do I get NOC for my 2/4 wheeler loan?|NOC for 2/4 Wheeler Loans,Use for NOC for 2/4 Wheeler Loans. Feature is noc 2 4 wheeler loans. Loan type is loan. Document requested is certificate.
207,PAYMENTS,All,Send Money|Fund transfer|Schedule payment|Pay Money|Bank Transfer|How do I send money to someone|How do I use UPI|How do I pay via IMPS|How do I manage recurring payments|How do I do Bank transfer,How do I transfer money to someone?,"Send money using UPI, IMPS, NEFT, RTGS, or SWIFT with options for scheduling and recurring payments.",BANK_TRANSFER,,Redirection ,,,,,/bankTransfer,,BIB|liability,RI,True,,,,,,False,Bank Transfer,,,,,transfer_bank,"{""action"": ""transfer"", ""feature"": ""bank"", ""payment_type"": ""fund_transfer"", ""product"": ""upi""}",Send Money|Fund transfer|Schedule payment|Pay Money|Bank Transfer|How do I send money to someone|How do I use UPI|How do I pay via IMPS|How do I manage recurring payments|How do I do Bank transfer|How do I transfer money to someone?,Use for Bank Transfer. Feature is bank. Payment rail or bill type is fund transfer.
208,FIN,All,IDFC FIRST Academy|First Academy|Financial Academy|Financial Literacy|Financial Courses|Online Financial Courses|Banking and Finance Courses|Financial Education|Financial Knowledge|IDFC Learning,How do I access IDFC FIRST Academy?,"Access financial education content, courses, and learning resources through IDFC FIRST Academy.",VIEW_FIRST_ACADEMY,,Redirection ,,,,,/financialLiteracyScreen,,liability|asset|creditcard,RI,True,,,,,,False,IDFC FIRST Academy,,,,,view_idfc_first_academy,"{""action"": ""view"", ""feature"": ""idfc_first_academy"", ""product"": ""banking_service""}",IDFC FIRST Academy|First Academy|Financial Academy|Financial Literacy|Financial Courses|Online Financial Courses|Banking and Finance Courses|Financial Education|Financial Knowledge|IDFC Learning|How do I access IDFC FIRST Academy?,Use for IDFC FIRST Academy. Feature is idfc first academy.
209,ALL,All,Do not disturb|DND,How do I enable Do Not Disturb?,Enable Do Not Disturb to manage promotional communication preferences easily.,ENABLE_DND,,Redirection ,,,,,https://www.idfcfirstbank.com/dnd,,liability|asset|creditcard,RI,True,,,,,,False,Do Not Disturb,,,,,enable_not_disturb,"{""action"": ""enable"", ""feature"": ""not_disturb"", ""product"": ""banking_service""}",Do not disturb|DND|How do I enable Do Not Disturb?,Use for Do Not Disturb. Feature is not disturb.
210,ALL,All,Privacy Policy,How do I view the privacy policy?,View the privacy policy to understand how your data is collected and used.,VIEW_PRIVACY_POLICY,,Redirection ,,,,,https://www.idfcfirstbank.com/privacy-policy,,liability|asset|creditcard,RI,True,,,,,,False,Privacy Policy,,,,,view_privacy_policy,"{""action"": ""view"", ""feature"": ""privacy_policy"", ""product"": ""banking_service""}",Privacy Policy|How do I view the privacy policy?,Use for Privacy Policy. Feature is privacy policy.
211,ALL,All,Opt out of marketing communications,How do I opt out of marketing communications?,Opt out of promotional and marketing messages as per your preference.,OPT_OUT_MARKETING,,Redirection ,,,,,https://www.idfcfirstbank.com/dnd,,liability|asset|creditcard,RI,True,,,,,,False,Opt out of marketing communications,,,,,view_marketing_communications,"{""action"": ""view"", ""feature"": ""marketing_communications"", ""product"": ""banking_service"", ""request_type"": ""marketing_opt_out"", ""service_type"": ""marketing_opt_out""}",Opt out of marketing communications|How do I opt out of marketing communications?,Use for Opt out of marketing communications. Feature is marketing communications. Service type is marketing opt out.
212,WEALTH,All,start SIP|How to start an SIP,How do I start a SIP?,Start a Systematic Investment Plan (SIP) to invest regularly and build wealth over time.,START_SIP,,Redirection ,,,,,/diymf,,liability,RI,True,,,,,,False,Buy SIP,,,,,invest_sip_start_sip,"{""action"": ""invest"", ""feature"": ""sip"", ""investment_mode"": ""sip"", ""product"": ""sip""}",start SIP|How to start an SIP|How do I start a SIP?|Buy SIP,Use for Buy SIP. Feature is sip. Investment mode is sip.
213,FX,All,Remit first to india|Remit first 2 india|Remit|Send money to india|Digital Inward Remittance|Transfer to India|Pay to India|Funds Transfer to India|Remit to India|Remit FIRST,How do I send money to India?,Transfer funds to India easily using digital remittance services with secure and fast processing.,REMIT_TO_INDIA,,Redirection ,,,,,/remitfirsttoindia,,liability,RI,True,,,,,,False,Remit First To India,,,,,pay_remit_first_india,"{""action"": ""pay"", ""feature"": ""remit_first_india"", ""product"": ""banking_service""}",Remit first to india|Remit first 2 india|Remit|Send money to india|Digital Inward Remittance|Transfer to India|Pay to India|Funds Transfer to India|Remit to India|Remit FIRST|How do I send money to India?,Use for Remit First To India. Feature is remit first india.
214,FX,All,Passport Update|update passport details|change passport number|upload new passport|update passport for NRI|passport document update|update passport in app|passport renewal update|passport change request|update passport information,How do I update my passport details for NRI account?,Update your passport details for your NRI account to keep your KYC information current and compliant.,UPDATE_PASSPORT_NRI,,Redirection ,,,,,/profile,,liability,RI,True,,,,,,False,NRI - Passport Update,,,,,update_nri_passport,"{""action"": ""update"", ""feature"": ""nri_passport"", ""product"": ""account""}",Passport Update|update passport details|change passport number|upload new passport|update passport for NRI|passport document update|update passport in app|passport renewal update|passport change request|update passport information|How do I update my passport details for NRI account?|NRI - Passport Update,Use for NRI - Passport Update. Feature is nri passport.
215,LAS,All,loan against shares|loan against securities|loan against bonds|equity loan|debt fund loan|investment loan|loan on investments|loan against investments|loan against mutual fund|Mutual Fund,How do I take a loan against mutual funds?,Avail a loan against your mutual fund investments without redeeming them and access funds quickly.,LOAN_AGAINST_MF,,Redirection ,,,,,/lasHomeScreen,,liability,RI,True,,,,,,False,Loan against Mutual Funds,,,,,invest_loan_against_mutual_funds,"{""action"": ""invest"", ""feature"": ""loan_against_mutual_funds"", ""loan_type"": ""loan"", ""product"": ""mutual_fund""}",loan against shares|loan against securities|loan against bonds|equity loan|debt fund loan|investment loan|loan on investments|loan against investments|loan against mutual fund|Mutual Fund|How do I take a loan against mutual funds?|Loan against Mutual Funds,Use for Loan against Mutual Funds. Feature is loan against mutual funds. Loan type is loan.
216,CC,All,upgrade|CC upgrade|credit card upgrade,How do I upgrade my credit card?,"Upgrade your existing credit card to access better benefits, higher limits, and premium features.",UPGRADE_CREDIT_CARD,,Redirection ,,,,,/UpgradeCreditCard,,creditcard,RI,True,,,,,,False,Upgrade Credit Card,,,,,view_upgrade_credit_card,"{""action"": ""view"", ""card_type"": ""credit_card"", ""feature"": ""upgrade_credit_card"", ""product"": ""credit_card""}",upgrade|CC upgrade|credit card upgrade|How do I upgrade my credit card?|Upgrade Credit Card,Use for Upgrade Credit Card. Feature is upgrade credit card. Card type is credit card.
217,CX,All,Change Bank Details|Change EMI Details|Change Mandate|SWAP Mandate|Change Bank|EMI Bank change|EMI Bank update|EMI Account change|Auto Debit|Account change,How do I change my EMI bank details?,Update your bank account or mandate linked to EMI payments for seamless auto-debit processing.,CHANGE_EMI_BANK_DETAILS,,Redirection ,,,,,/servicerequests/dashboard,,liability,RI,True,,,,,,False,Change Bank Details,,,,,update_bank_details,"{""action"": ""update"", ""feature"": ""bank_details"", ""product"": ""account""}",Change Bank Details|Change EMI Details|Change Mandate|SWAP Mandate|Change Bank|EMI Bank change|EMI Bank update|EMI Account change|Auto Debit|Account change|How do I change my EMI bank details?,Use for Change Bank Details. Feature is bank details.
218,RAS,All,Positive pay|Enable Positive pay|Cheque safeguarding|Manage Chequebook|Manage Cheque,How do I manage my chequebook?,"Manage your chequebook, track issued cheques, and enable safeguards like positive pay.",MANAGE_CHEQUEBOOK,,Redirection ,,,,,/more/echequebooks,,liability|asset|creditcard,RI,True,,,,,,False,Manage Chequebooks,,,,,manage_chequebooks,"{""action"": ""manage"", ""feature"": ""chequebooks"", ""product"": ""cheque_book""}",Positive pay|Enable Positive pay|Cheque safeguarding|Manage Chequebook|Manage Cheque|How do I manage my chequebook?|Manage Chequebooks,Use for Manage Chequebooks. Feature is chequebooks.
219,RAS,All,Apply for 121|TDS exemption|Apply for TDS exemption|121|Income tax|Deposit exemption|Apply for exemption|submit 15G|Submit 15H|How do I acsess my Form 15 G/H,How do I submit Form 15G/15H for TDS exemption?,Submit Form 15G/15H to claim TDS exemption on eligible deposits and income.,SUBMIT_FORM_15G_15H,,Redirection ,,,,,/Form121Screen/Form 121,,liability|asset|creditcard,RI,True,,,,,,False,Form 121,,,,,apply_form_121,"{""action"": ""apply"", ""feature"": ""form_121"", ""product"": ""banking_service""}",Apply for 121|TDS exemption|Apply for TDS exemption|121|Income tax|Deposit exemption|Apply for exemption|submit 15G|Submit 15H|How do I acsess my Form 15 G/H|How do I submit Form 15G/15H for TDS exemption?|Form 121,Use for Form 121. Feature is form 121.
220,RAS,All,Positive pay|Enable Positive pay|Cheque safeguarding|Manage Chequebook|Manage Cheque,How do I enable positive pay for cheques?,Enable positive pay to add an extra layer of security for cheque transactions.,ENABLE_POSITIVE_PAY,,Redirection ,,,,,/more/echequebooks,,liability|asset|creditcard,RI,True,,,,,,False,Positive Pay,,,,,enable_positive,"{""action"": ""enable"", ""feature"": ""positive"", ""product"": ""cheque_book""}",Positive pay|Enable Positive pay|Cheque safeguarding|Manage Chequebook|Manage Cheque|How do I enable positive pay for cheques?,Use for Positive Pay. Feature is positive.
221,BAS,All,Re-issue debit card|New debit card|Request debit card|Cancel card blocking|Replace lost debit card|Replace debit card|How to get a debit card re-issued|How to request a debit card|How to replace lost debit card|How to replace a debit card,How do I request a new debit card?,"Request a re-issue or replacement of your debit card in case of loss, damage, or expiry.",REISSUE_DEBIT_CARD,,Redirection ,,,,,/cards,,liability|asset|creditcard,RI,True,,,,,,False,Re-issue Debit Card,,,,,block_re_issue_debit_card,"{""action"": ""block"", ""card_type"": ""debit_card"", ""feature"": ""re_issue_debit_card"", ""product"": ""debit_card""}",Re-issue debit card|New debit card|Request debit card|Cancel card blocking|Replace lost debit card|Replace debit card|How to get a debit card re-issued|How to request a debit card|How to replace lost debit card|How to replace a debit card|How do I request a new debit card?,Use for Re-issue Debit Card. Feature is re issue debit card. Card type is debit card.
222,BAS,All,Fixed Deposits|My deposits|fixed deposit calculation|fixed deposit interest|80C fixed deposit|How to view my Fixed Deposits|How to open deposits|How to view my deposits|How to check fixed deposit amount|How to see FD list,How do I view my fixed deposits?,"View your fixed deposit list, interest details, maturity amount, and manage related actions easily.",VIEW_FD_LIST,,Redirection ,,,,,/deposits,,liability|asset|creditcard,RI,True,,,,,,False,Fixed Deposits List,,,,,view_fixed_deposits_list,"{""action"": ""view"", ""deposit_type"": ""fixed_deposit"", ""feature"": ""fixed_deposits_list"", ""product"": ""fixed_deposit""}",Fixed Deposits|My deposits|fixed deposit calculation|fixed deposit interest|80C fixed deposit|How to view my Fixed Deposits|How to open deposits|How to view my deposits|How to check fixed deposit amount|How to see FD list|How do I view my fixed deposits?|Fixed Deposits List,Use for Fixed Deposits List. Feature is fixed deposits list. Deposit type is fixed deposit.
223,CC,All,Forgot credit card PIN,How do I reset my credit card PIN?,Reset your credit card PIN securely to continue transactions without interruption.,RESET_CC_PIN,,Redirection ,,,,,/SetCardPin,,creditcard,RI,True,,,,,,False,Reset Credit Card Pin,,,,,set_reset_credit_card_pin,"{""action"": ""set"", ""card_type"": ""credit_card"", ""feature"": ""reset_credit_card_pin"", ""product"": ""credit_card""}",Forgot credit card PIN|How do I reset my credit card PIN?|Reset Credit Card Pin,Use for Reset Credit Card Pin. Feature is reset credit card pin. Card type is credit card.
224,CC,All,Credit card abroad|How do I enable my credit card for usage abroad?,How do I enable my credit card for international usage?,Enable your credit card for international transactions to use it abroad securely.,ENABLE_CC_INTERNATIONAL,,Redirection ,,,,,/ManageCreditCardLimit,,creditcard,RI,True,,,,,,False,Enable Credit Card Usage Abroad,,,,,enable_credit_card_usage_abroad,"{""action"": ""enable"", ""card_type"": ""credit_card"", ""feature"": ""credit_card_usage_abroad"", ""product"": ""credit_card"", ""usage_scope"": ""international""}",Credit card abroad|How do I enable my credit card for usage abroad?|How do I enable my credit card for international usage?|Enable Credit Card Usage Abroad,Use for Enable Credit Card Usage Abroad. Feature is credit card usage abroad. Card type is credit card.
225,CC,All,My card limits|How do I view and setup my credit card limits?,How do I manage my credit card limits?,View and update your credit card spending limits based on your preferences.,MANAGE_CC_LIMITS,,Redirection ,,,,,/ManageCreditCardLimit,,creditcard,RI,True,,,,,,False,Manage Credit Card Limits,,,,,manage_credit_card_limits,"{""action"": ""manage"", ""card_type"": ""credit_card"", ""feature"": ""credit_card_limits"", ""product"": ""credit_card""}",My card limits|How do I view and setup my credit card limits?|How do I manage my credit card limits?|Manage Credit Card Limits,Use for Manage Credit Card Limits. Feature is credit card limits. Card type is credit card.
226,CC,All,manage card,How do I manage my credit card?,"Access all credit card controls including limits, transactions, and settings in one place.",MANAGE_CREDIT_CARD,,Redirection ,,,,,/CreditCardDetails,,creditcard,RI,True,,,,,,False,Manage Your Credit Card,,,,,manage_credit_card,"{""action"": ""manage"", ""card_type"": ""credit_card"", ""feature"": ""credit_card"", ""product"": ""credit_card"", ""service_type"": ""settings_management""}",manage card|How do I manage my credit card?|Manage Your Credit Card,Use for Manage Your Credit Card. Feature is credit card. Service type is settings management. Card type is credit card.
227,CC,All,minimum amount due|Pay MAD|How do I view the minimum amount due for my credit card?|How do I pay the minimum amount due for my credit card?,How do I view or pay the minimum amount due?,Check and pay the minimum amount due on your credit card to keep your account in good standing.,PAY_MIN_AMOUNT_DUE,,Redirection ,,,,,/PayCreditCardBill,,creditcard,RI,True,,,,,,False,Pay Min. Amount Due - Credit Card,,,,,pay_min_amount_due_credit_card,"{""action"": ""pay"", ""card_type"": ""credit_card"", ""feature"": ""min_amount_due_credit_card"", ""product"": ""credit_card""}",minimum amount due|Pay MAD|How do I view the minimum amount due for my credit card?|How do I pay the minimum amount due for my credit card?|How do I view or pay the minimum amount due?|Pay Min. Amount Due - Credit Card,Use for Pay Min. Amount Due - Credit Card. Feature is min amount due credit card. Card type is credit card.
228,CC,All,Credit card transactions|CC transaction|How do I view details of my credit card transactions?,How do I view my credit card transactions?,View detailed transaction history for your credit card including recent and past spends.,VIEW_CC_TRANSACTIONS,,Redirection ,,,,,/SettledUnsettledTransactions,,creditcard,RI,True,,,,,,False,Credit Card Transactions,,,,,view_credit_card_transactions,"{""action"": ""view"", ""card_type"": ""credit_card"", ""feature"": ""credit_card_transactions"", ""product"": ""credit_card""}",Credit card transactions|CC transaction|How do I view details of my credit card transactions?|How do I view my credit card transactions?,Use for Credit Card Transactions. Feature is credit card transactions. Card type is credit card.
229,CC,All,Authorized but not settled|How do I view authorized but not settled transactions of my credit card?,How do I view authorized but not settled transactions?,Check transactions that are authorized but not yet settled on your credit card.,VIEW_AUTHORIZED_TRANSACTIONS,,Redirection ,,,,,/SettledUnsettledTransactions,,creditcard,RI,True,,,,,,False,Authorized Transactions - Credit Card,,,,,view_authorized_transactions_credit_card,"{""action"": ""view"", ""card_type"": ""credit_card"", ""feature"": ""authorized_transactions_credit_card"", ""product"": ""credit_card""}",Authorized but not settled|How do I view authorized but not settled transactions of my credit card?|How do I view authorized but not settled transactions?|Authorized Transactions - Credit Card,Use for Authorized Transactions - Credit Card. Feature is authorized transactions credit card. Card type is credit card.
